"rules","support","confidence","coverage","lift","count"
"{Coffee/Tea,DINNER,LUNCH,Lobby Bar,Main Courses,Snacks/Sandwich} => {Salads}",0.116358928169331,0.797146162745854,0.145969376266607,1.67738740049957,2067
"{Coffee/Tea,DINNER,LUNCH,Lobby Bar,Main Courses,Salads} => {Snacks/Sandwich}",0.116358928169331,0.697603779952751,0.16679801846431,1.67281770343961,2067
"{Coffee/Tea,DINNER,Main Courses,Salads,Snacks/Sandwich,Soups} => {LUNCH}",0.101047061472641,0.808558558558559,0.124971853186219,1.66684858236442,1795
"{DINNER,Lobby Bar,Main Courses,Salads,Snacks/Sandwich,Soups} => {Coffee/Tea}",0.109603692861968,0.911943793911007,0.120186894843504,1.66493006732118,1947
"{Coffee/Tea,DINNER,LUNCH,Lobby Bar,Snacks/Sandwich,Soups} => {Salads}",0.10555055167755,0.789141414141414,0.133753659085791,1.66054348268279,1875
"{Coffee/Tea,DINNER,LUNCH,Lobby Bar,Main Courses,Soups} => {Salads}",0.118948435037154,0.786378861183476,0.151260977257374,1.65473040630932,2113
"{Coffee/Tea,DINNER,LUNCH,Salads,Snacks/Sandwich,Soups} => {Lobby Bar}",0.10555055167755,0.913297613248904,0.115570817383472,1.6484270272052,1875
"{Coffee/Tea,DINNER,LUNCH,Main Courses,Salads,Snacks/Sandwich} => {Lobby Bar}",0.116358928169331,0.908571428571429,0.128068002702094,1.63989665282898,2067
"{Coffee/Tea,DINNER,LUNCH,Main Courses,Snacks/Sandwich,Soups} => {Lobby Bar}",0.113037604143211,0.904912122577738,0.124915559558658,1.63329190667252,2008
"{Coffee/Tea,DINNER,LUNCH,Main Courses,Salads,Soups} => {Lobby Bar}",0.118948435037154,0.904537671232877,0.131501913983337,1.63261605281252,2113
"{Coffee/Tea,DINNER,Main Courses,Salads,Snacks/Sandwich,Soups} => {Lobby Bar}",0.109603692861968,0.877027027027027,0.124971853186219,1.58296160415648,1947
"{Coffee/Tea,DINNER,LUNCH,Salads,Snacks/Sandwich,Soups} => {Main Courses}",0.101047061472641,0.874330248416951,0.115570817383472,1.53005640162336,1795
"{Coffee/Tea,DINNER,Lobby Bar,Salads,Snacks/Sandwich,Soups} => {Main Courses}",0.109603692861968,0.868033883192153,0.126266606620131,1.51903791754757,1947
"{Coffee/Tea,DINNER,LUNCH,Lobby Bar,Salads,Snacks/Sandwich} => {Main Courses}",0.116358928169331,0.860174781523096,0.135273587029948,1.50528468318159,2067
"{Coffee/Tea,DINNER,LUNCH,Lobby Bar,Salads,Soups} => {Main Courses}",0.118948435037154,0.855465587044534,0.139045260076559,1.49704370882269,2113
"{Coffee/Tea,DINNER,LUNCH,Lobby Bar,Snacks/Sandwich,Soups} => {Main Courses}",0.113037604143211,0.845117845117845,0.133753659085791,1.47893541529636,2008
"{Coffee/Tea,Lobby Bar,Main Courses,Salads,Snacks/Sandwich,Soups} => {DINNER}",0.109603692861968,0.977900552486188,0.112080612474668,1.19260094839796,1947
"{Coffee/Tea,LUNCH,Lobby Bar,Main Courses,Salads,Snacks/Sandwich} => {DINNER}",0.116358928169331,0.975,0.119342490430083,1.18906357270356,2067
"{Coffee/Tea,LUNCH,Lobby Bar,Salads,Snacks/Sandwich,Soups} => {DINNER}",0.10555055167755,0.966494845360825,0.109209637469039,1.17869109110186,1875
"{Coffee/Tea,LUNCH,Main Courses,Salads,Snacks/Sandwich,Soups} => {DINNER}",0.101047061472641,0.96505376344086,0.10470614726413,1.17693361621334,1795
"{Coffee/Tea,LUNCH,Lobby Bar,Main Courses,Salads,Soups} => {DINNER}",0.118948435037154,0.964399817434961,0.12333933798694,1.17613609480397,2113
"{Coffee/Tea,LUNCH,Lobby Bar,Main Courses,Snacks/Sandwich,Soups} => {DINNER}",0.113037604143211,0.963531669865643,0.117315919837874,1.17507734336766,2008
